SRA_ID	Name	BioProject	SNPversity ID
SRR11301607	IBB14	PRJNA609577	IBB14_SRR11301607
SRR11301608	787	PRJNA609577	787_SRR11301608
SRR11301609	787	PRJNA609577	787_SRR11301609
SRR11301610	PHW30	PRJNA609577	PHW30_SRR11301610
SRR11301611	PHW30	PRJNA609577	PHW30_SRR11301611
SRR11301612	LH220Ht	PRJNA609577	LH220Ht_SRR11301612
SRR11301613	LH220Ht	PRJNA609577	LH220Ht_SRR11301613
SRR11301614	W23	PRJNA609577	W23_SRR11301614
SRR11301615	W23	PRJNA609577	W23_SRR11301615
SRR11301616	H84	PRJNA609577	H84_SRR11301616
SRR11301617	Yuanqi123	PRJNA609577	Yuanqi123_SRR11301617
SRR11301618	H84	PRJNA609577	H84_SRR11301618
SRR11301619	Va26	PRJNA609577	Va26_SRR11301619
SRR11301620	Va26	PRJNA609577	Va26_SRR11301620
SRR11301621	B76	PRJNA609577	B76_SRR11301621
SRR11301622	B76	PRJNA609577	B76_SRR11301622
SRR11301623	B95	PRJNA609577	B95_SRR11301623
SRR11301624	B95	PRJNA609577	B95_SRR11301624
SRR11301625	B100	PRJNA609577	B100_SRR11301625
SRR11301626	B100	PRJNA609577	B100_SRR11301626
SRR11301627	B73	PRJNA609577	B73_SRR11301627
SRR11301628	Qi35	PRJNA609577	Qi35_SRR11301628
SRR11301629	B73	PRJNA609577	B73_SRR11301629
SRR11301630	BZN	PRJNA609577	BZN_SRR11301630
SRR11301631	BZN	PRJNA609577	BZN_SRR11301631
SRR11301632	A632	PRJNA609577	A632_SRR11301632
SRR11301633	A632	PRJNA609577	A632_SRR11301633
SRR11301634	200B	PRJNA609577	200B_SRR11301634
SRR11301635	200B	PRJNA609577	200B_SRR11301635
SRR11301636	Zong3	PRJNA609577	Zong3_SRR11301636
SRR11301637	Zong3	PRJNA609577	Zong3_SRR11301637
SRR11301638	Zi330	PRJNA609577	Zi330_SRR11301638
SRR11301639	Yuanwu02	PRJNA609577	Yuanwu02_SRR11301639
SRR11301640	Zi330	PRJNA609577	Zi330_SRR11301640
SRR11301641	488	PRJNA609577	488_SRR11301641
SRR11301642	488	PRJNA609577	488_SRR11301642
SRR11301643	Xi14	PRJNA609577	Xi14_SRR11301643
SRR11301644	Xi14	PRJNA609577	Xi14_SRR11301644
SRR11301645	Tie7922	PRJNA609577	Tie7922_SRR11301645
SRR11301646	Tie7922	PRJNA609577	Tie7922_SRR11301646
SRR11301647	Ji842	PRJNA609577	Ji842_SRR11301647
SRR11301648	Ji842	PRJNA609577	Ji842_SRR11301648
SRR11301658	C102	PRJNA609577	C102_SRR11301658
SRR11301666	Tai184	PRJNA609577	Tai184_SRR11301666
SRR11301677	Hai1134	PRJNA609577	Hai1134_SRR11301677
SRR11301688	Cheng687	PRJNA609577	Cheng687_SRR11301688
SRR11301694	MS153	PRJNA609577	MS153_SRR11301694
SRR11301695	MS153	PRJNA609577	MS153_SRR11301695
SRR11301696	MS153	PRJNA609577	MS153_SRR11301696
SRR11301698	I159	PRJNA609577	I159_SRR11301698
SRR11301699	Xinaiguang10	PRJNA609577	Xinaiguang10_SRR11301699
SRR11301700	I159	PRJNA609577	I159_SRR11301700
SRR11301708	A334	PRJNA609577	A334_SRR11301708
SRR11301709	A334	PRJNA609577	A334_SRR11301709
SRR11301710	Dan341	PRJNA609577	Dan341_SRR11301710
SRR11301721	Dan99chang	PRJNA609577	Dan99chang_SRR11301721
SRR11301722	CM37	PRJNA609577	CM37_SRR11301722
SRR11301723	CM37	PRJNA609577	CM37_SRR11301723
SRR11301724	Mt42	PRJNA609577	Mt42_SRR11301724
SRR11301725	R168	PRJNA609577	R168_SRR11301725
SRR11301726	N28	PRJNA609577	N28_SRR11301726
SRR11301727	H95	PRJNA609577	H95_SRR11301727
SRR11301728	C123	PRJNA609577	C123_SRR11301728
SRR11301729	WF9	PRJNA609577	WF9_SRR11301729
SRR11301730	VA59	PRJNA609577	VA59_SRR11301730
SRR11301731	Va17	PRJNA609577	Va17_SRR11301731
SRR11301732	LD61	PRJNA609577	LD61_SRR11301732
SRR11301735	LH212Ht	PRJNA609577	LH212Ht_SRR11301735
SRR11301736	LH212Ht	PRJNA609577	LH212Ht_SRR11301736
SRR11301741	Wu105	PRJNA609577	Wu105_SRR11301741
SRR11301743	LH208	PRJNA609577	LH208_SRR11301743
SRR11301744	LH208	PRJNA609577	LH208_SRR11301744
SRR11301745	LH181	PRJNA609577	LH181_SRR11301745
SRR11301746	LH181	PRJNA609577	LH181_SRR11301746
SRR11301747	LH128	PRJNA609577	LH128_SRR11301747
SRR11301748	LH128	PRJNA609577	LH128_SRR11301748
SRR11301749	NL001	PRJNA609577	NL001_SRR11301749
SRR11301750	NL001	PRJNA609577	NL001_SRR11301750
SRR11301751	BCC03	PRJNA609577	BCC03_SRR11301751
SRR11301752	75_1	PRJNA609577	75_1_SRR11301752
SRR11301753	BCC03	PRJNA609577	BCC03_SRR11301753
SRR11301754	PHV07	PRJNA609577	PHV07_SRR11301754
SRR11301755	PHV07	PRJNA609577	PHV07_SRR11301755
SRR11301756	PHP76	PRJNA609577	PHP76_SRR11301756
SRR11301757	PHP76	PRJNA609577	PHP76_SRR11301757
SRR11301758	PHJ65	PRJNA609577	PHJ65_SRR11301758
SRR11301759	PHJ65	PRJNA609577	PHJ65_SRR11301759
SRR11301760	LH191	PRJNA609577	LH191_SRR11301760
SRR11301761	Nan21_3	PRJNA609577	Nan21_3_SRR11301761
SRR11301762	Zaodahuang	PRJNA609577	Zaodahuang_SRR11301762
SRR11301763	Chang72	PRJNA609577	Chang72_SRR11301763
SRR11301764	832	PRJNA609577	832_SRR11301764
SRR11301765	803	PRJNA609577	803_SRR11301765
SRR11301766	803	PRJNA609577	803_SRR11301766
SRR11301767	Wenhuang31413	PRJNA609577	Wenhuang31413_SRR11301767
SRR11301768	Wenhuang31413	PRJNA609577	Wenhuang31413_SRR11301768
SRR11301769	434	PRJNA609577	434_SRR11301769
SRR11301770	434	PRJNA609577	434_SRR11301770
SRR11301771	Hai014	PRJNA609577	Hai014_SRR11301771
SRR11301772	4112	PRJNA609577	4112_SRR11301772
SRR11301773	Ji876	PRJNA609577	Ji876_SRR11301773
SRR11301774	4F1	PRJNA609577	4F1_SRR11301774
SRR11301775	4F1	PRJNA609577	4F1_SRR11301775
SRR11301776	812	PRJNA609577	812_SRR11301776
SRR11301777	812	PRJNA609577	812_SRR11301777
SRR11301778	446	PRJNA609577	446_SRR11301778
SRR11301779	446	PRJNA609577	446_SRR11301779
SRR11301780	Yan414	PRJNA609577	Yan414_SRR11301780
SRR11301781	Yan414	PRJNA609577	Yan414_SRR11301781
SRR11301782	CI66	PRJNA609577	CI66_SRR11301782
SRR11301783	CI66	PRJNA609577	CI66_SRR11301783
SRR11301784	Dahuang46	PRJNA609577	Dahuang46_SRR11301784
SRR11301785	Oh7	PRJNA609577	Oh7_SRR11301785
SRR11301786	Oh7	PRJNA609577	Oh7_SRR11301786
SRR11301787	KY228	PRJNA609577	KY228_SRR11301787
SRR11301788	KY228	PRJNA609577	KY228_SRR11301788
SRR11301789	CM105	PRJNA609577	CM105_SRR11301789
SRR11301790	CM105	PRJNA609577	CM105_SRR11301790
SRR11301791	B57	PRJNA609577	B57_SRR11301791
SRR11301792	B57	PRJNA609577	B57_SRR11301792
SRR11301793	B69	PRJNA609577	B69_SRR11301793
SRR11301794	B69	PRJNA609577	B69_SRR11301794
SRR11301795	Hua94	PRJNA609577	Hua94_SRR11301795
SRR11301796	MO18W	PRJNA609577	MO18W_SRR11301796
SRR11301797	MO18W	PRJNA609577	MO18W_SRR11301797
SRR11301798	B64	PRJNA609577	B64_SRR11301798
SRR11301799	B64	PRJNA609577	B64_SRR11301799
SRR11301806	Liao2202	PRJNA609577	Liao2202_SRR11301806
SRR11301810	B8	PRJNA609577	B8_SRR11301810
SRR11301811	B8	PRJNA609577	B8_SRR11301811
SRR11301812	B8	PRJNA609577	B8_SRR11301812
SRR11301817	Lv10	PRJNA609577	Lv10_SRR11301817
SRR11301825	C46	PRJNA609577	C46_SRR11301825
SRR11301826	C46	PRJNA609577	C46_SRR11301826
SRR11301827	ND255	PRJNA609577	ND255_SRR11301827
SRR11301828	ND255	PRJNA609577	ND255_SRR11301828
SRR11301829	Baihe43	PRJNA609577	Baihe43_SRR11301829
SRR11301830	ND255	PRJNA609577	ND255_SRR11301830
SRR11301840	334_1	PRJNA609577	334_1_SRR11301840
SRR11301845	Qi205	PRJNA609577	Qi205_SRR11301845
SRR11301846	Qi205	PRJNA609577	Qi205_SRR11301846
SRR11301847	Zheng22	PRJNA609577	Zheng22_SRR11301847
SRR11301848	Zheng22	PRJNA609577	Zheng22_SRR11301848
SRR11301849	Dan340	PRJNA609577	Dan340_SRR11301849
SRR11301850	Dan340	PRJNA609577	Dan340_SRR11301850
SRR11301854	S37	PRJNA609577	S37_SRR11301854
SRR11301855	PHR30	PRJNA609577	PHR30_SRR11301855
SRR11301856	S37	PRJNA609577	S37_SRR11301856
SRR11301857	Ji63	PRJNA609577	Ji63_SRR11301857
SRR11301858	Ji63	PRJNA609577	Ji63_SRR11301858
SRR11301859	Dong237	PRJNA609577	Dong237_SRR11301859
SRR11301860	Dong237	PRJNA609577	Dong237_SRR11301860
SRR11301861	Chang3	PRJNA609577	Chang3_SRR11301861
SRR11301862	Chang3	PRJNA609577	Chang3_SRR11301862
SRR11301863	Lv9kuan	PRJNA609577	Lv9kuan_SRR11301863
SRR11301864	Lv9kuan	PRJNA609577	Lv9kuan_SRR11301864
SRR11301865	48_2	PRJNA609577	48_2_SRR11301865
SRR11301866	PHBA6	PRJNA609577	PHBA6_SRR11301866
SRR11301867	48_2	PRJNA609577	48_2_SRR11301867
SRR11301868	48_2	PRJNA609577	48_2_SRR11301868
SRR11301869	Luyuan92	PRJNA609577	Luyuan92_SRR11301869
SRR11301870	Luyuan92	PRJNA609577	Luyuan92_SRR11301870
SRR11301871	Luyuan92	PRJNA609577	Luyuan92_SRR11301871
SRR11301872	Dong46	PRJNA609577	Dong46_SRR11301872
SRR11301873	LH215	PRJNA609577	LH215_SRR11301873
SRR11301874	LH215	PRJNA609577	LH215_SRR11301874
SRR11301875	LH196	PRJNA609577	LH196_SRR11301875
SRR11301876	LH162	PRJNA609577	LH162_SRR11301876
SRR11301877	LH196	PRJNA609577	LH196_SRR11301877
SRR11301884	WIL_22	PRJNA609577	WIL_22_SRR11301884
SRR11301885	WIL_25	PRJNA609577	WIL_25_SRR11301885
SRR11301886	WIL_6	PRJNA609577	WIL_6_SRR11301886
SRR11301887	LH205	PRJNA609577	LH205_SRR11301887
SRR11301888	Lx03_2	PRJNA609577	Lx03_2_SRR11301888
SRR11301889	DH40	PRJNA609577	DH40_SRR11301889
SRR11301890	PH207	PRJNA609577	PH207_SRR11301890
SRR11301891	Y223	PRJNA609577	Y223_SRR11301891
SRR11301892	811A	PRJNA609577	811A_SRR11301892
SRR11301893	Fu8501	PRJNA609577	Fu8501_SRR11301893
SRR11301894	Luosu3	PRJNA609577	Luosu3_SRR11301894
SRR11301895	PHGG7	PRJNA609577	PHGG7_SRR11301895
SRR11301896	OQ101	PRJNA609577	OQ101_SRR11301896
SRR11301897	MQ305	PRJNA609577	MQ305_SRR11301897
SRR11301898	LH195	PRJNA609577	LH195_SRR11301898
SRR11301901	18_599	PRJNA609577	18_599_SRR11301901
SRR11301902	PHH93	PRJNA609577	PHH93_SRR11301902
SRR11301903	Lv28	PRJNA609577	Lv28_SRR11301903
SRR11301904	Lv28	PRJNA609577	Lv28_SRR11301904
SRR11301905	LH193	PRJNA609577	LH193_SRR11301905
SRR11301906	Zong31	PRJNA609577	Zong31_SRR11301906
SRR11301907	Zong31	PRJNA609577	Zong31_SRR11301907
SRR11301908	87_1	PRJNA609577	87_1_SRR11301908
SRR11301909	87_1	PRJNA609577	87_1_SRR11301909
SRR11301910	Wu109	PRJNA609577	Wu109_SRR11301910
SRR11301911	Wu109	PRJNA609577	Wu109_SRR11301911
SRR11301916	RS_710	PRJNA609577	RS_710_SRR11301916
SRR11301932	CS405	PRJNA609577	CS405_SRR11301932
SRR11301933	CS405	PRJNA609577	CS405_SRR11301933
SRR11301934	ICI_893	PRJNA609577	ICI_893_SRR11301934
SRR11301935	ICI_893	PRJNA609577	ICI_893_SRR11301935
SRR11301936	ICI_441	PRJNA609577	ICI_441_SRR11301936
SRR11301937	K14	PRJNA609577	K14_SRR11301937
SRR11301938	ICI_441	PRJNA609577	ICI_441_SRR11301938
SRR11301939	ICI_193	PRJNA609577	ICI_193_SRR11301939
SRR11301940	ICI_193	PRJNA609577	ICI_193_SRR11301940
SRR11301941	LH222	PRJNA609577	LH222_SRR11301941
SRR11301942	LH222	PRJNA609577	LH222_SRR11301942
SRR11301943	LH214	PRJNA609577	LH214_SRR11301943
SRR11301944	LH214	PRJNA609577	LH214_SRR11301944
SRR11301945	83IBI3	PRJNA609577	83IBI3_SRR11301945
SRR11301946	83IBI3	PRJNA609577	83IBI3_SRR11301946
SRR11301947	LIBC_4	PRJNA609577	LIBC_4_SRR11301947
SRR11301948	Weifeng322	PRJNA609577	Weifeng322_SRR11301948
SRR11301949	LIBC_4	PRJNA609577	LIBC_4_SRR11301949
SRR11301950	F118	PRJNA609577	F118_SRR11301950
SRR11301951	F118	PRJNA609577	F118_SRR11301951
SRR11301952	LH209	PRJNA609577	LH209_SRR11301952
SRR11301953	LH209	PRJNA609577	LH209_SRR11301953
SRR11301954	MBUB	PRJNA609577	MBUB_SRR11301954
SRR11301955	MBUB	PRJNA609577	MBUB_SRR11301955
SRR11301956	29MIBZ2	PRJNA609577	29MIBZ2_SRR11301956
SRR11301961	PHM81	PRJNA609577	PHM81_SRR11301961
SRR11301962	LH206	PRJNA609577	LH206_SRR11301962
SRR11301963	LH163	PRJNA609577	LH163_SRR11301963
SRR11301964	LH127	PRJNA609577	LH127_SRR11301964
SRR11301965	2FACC	PRJNA609577	2FACC_SRR11301965
SRR11301967	PHW43	PRJNA609577	PHW43_SRR11301967
SRR11301968	PHP55	PRJNA609577	PHP55_SRR11301968
SRR11301969	M14	PRJNA609577	M14_SRR11301969
SRR11301970	WIL_8	PRJNA609577	WIL_8_SRR11301970
SRR11301971	WIL_7	PRJNA609577	WIL_7_SRR11301971
SRR11301972	WIL_11	PRJNA609577	WIL_11_SRR11301972
SRR11301973	Baiye4	PRJNA609577	Baiye4_SRR11301973
SRR11301974	8723	PRJNA609577	8723_SRR11301974
SRR11301975	WIL_14	PRJNA609577	WIL_14_SRR11301975
SRR11301976	WIL_3	PRJNA609577	WIL_3_SRR11301976
SRR11301978	F42	PRJNA609577	F42_SRR11301978
SRR11301979	CT52C	PRJNA609577	CT52C_SRR11301979
SRR11301980	PHG35	PRJNA609577	PHG35_SRR11301980
SRR11301981	WIL_5	PRJNA609577	WIL_5_SRR11301981
SRR11301982	Mo24W	PRJNA609577	Mo24W_SRR11301982
SRR11301983	ML606	PRJNA609577	ML606_SRR11301983
SRR11301984	ML606	PRJNA609577	ML606_SRR11301984
SRR11301985	29MIBZ2	PRJNA609577	29MIBZ2_SRR11301985
SRR11301986	PHR58	PRJNA609577	PHR58_SRR11301986
SRR11301987	C103	PRJNA609577	C103_SRR11301987
SRR11301989	PHR58	PRJNA609577	PHR58_SRR11301989
SRR11301995	PHN66	PRJNA609577	PHN66_SRR11301995
SRR11301997	PHJ90	PRJNA609577	PHJ90_SRR11301997
SRR11301998	PHJ90	PRJNA609577	PHJ90_SRR11301998
SRR11301999	B14	PRJNA609577	B14_SRR11301999
SRR11302005	PHJ89	PRJNA609577	PHJ89_SRR11302005
SRR11302006	PHJ89	PRJNA609577	PHJ89_SRR11302006
SRR11302007	Lp215D	PRJNA609577	Lp215D_SRR11302007
SRR11302008	Lp215D	PRJNA609577	Lp215D_SRR11302008
SRR11302010	Aiji205	PRJNA609577	Aiji205_SRR11302010
SRR11302013	HuangC	PRJNA609577	HuangC_SRR11302013
SRR11302014	618	PRJNA609577	618_SRR11302014
SRR11302016	HuangC	PRJNA609577	HuangC_SRR11302016
SRR11302017	Ernan24	PRJNA609577	Ernan24_SRR11302017
SRR11302018	Ernan24	PRJNA609577	Ernan24_SRR11302018
SRR11302019	H21	PRJNA609577	H21_SRR11302019
SRR11302020	H21	PRJNA609577	H21_SRR11302020
SRR11302021	5237	PRJNA609577	5237_SRR11302021
SRR11302022	5237	PRJNA609577	5237_SRR11302022
SRR11302023	485	PRJNA609577	485_SRR11302023
SRR11302024	485	PRJNA609577	485_SRR11302024
SRR11302025	9010	PRJNA609577	9010_SRR11302025
SRR11302026	Longkang1	PRJNA609577	Longkang1_SRR11302026
SRR11302027	9010	PRJNA609577	9010_SRR11302027
SRR11302028	Dan360	PRJNA609577	Dan360_SRR11302028
SRR11302029	Dan360	PRJNA609577	Dan360_SRR11302029
SRR11302030	Liao9586	PRJNA609577	Liao9586_SRR11302030
SRR11302031	Liao9586	PRJNA609577	Liao9586_SRR11302031
SRR11302032	Si273	PRJNA609577	Si273_SRR11302032
SRR11302033	Si273	PRJNA609577	Si273_SRR11302033
SRR11302034	Ying64	PRJNA609577	Ying64_SRR11302034
SRR11302035	Ying64	PRJNA609577	Ying64_SRR11302035
SRR11302036	Dian11	PRJNA609577	Dian11_SRR11302036
SRR11302037	Diangu11A	PRJNA609577	Diangu11A_SRR11302037
SRR11302038	Dian11	PRJNA609577	Dian11_SRR11302038
SRR11302039	81565	PRJNA609577	81565_SRR11302039
SRR11302040	81565	PRJNA609577	81565_SRR11302040
SRR11302041	Ye8001	PRJNA609577	Ye8001_SRR11302041
SRR11302042	Ye8001	PRJNA609577	Ye8001_SRR11302042
SRR11302043	C8605_2	PRJNA609577	C8605_2_SRR11302043
SRR11302044	C8605_2	PRJNA609577	C8605_2_SRR11302044
SRR11302045	8902	PRJNA609577	8902_SRR11302045
SRR11302046	8902	PRJNA609577	8902_SRR11302046
SRR11302047	Huang428	PRJNA609577	Huang428_SRR11302047
SRR11302048	Ken44	PRJNA609577	Ken44_SRR11302048
SRR11302049	Huang428	PRJNA609577	Huang428_SRR11302049
SRR11302050	H152	PRJNA609577	H152_SRR11302050
SRR11302051	H152	PRJNA609577	H152_SRR11302051
SRR11302052	Danhuang02	PRJNA609577	Danhuang02_SRR11302052
SRR11302053	Danhuang02	PRJNA609577	Danhuang02_SRR11302053
SRR11302054	ZaC546	PRJNA609577	ZaC546_SRR11302054
SRR11302055	ZaC546	PRJNA609577	ZaC546_SRR11302055
SRR11302056	HZ85	PRJNA609577	HZ85_SRR11302056
SRR11302057	HZ85	PRJNA609577	HZ85_SRR11302057
SRR11302058	Dan599	PRJNA609577	Dan599_SRR11302058
SRR11302059	Dong17	PRJNA609577	Dong17_SRR11302059
SRR11302060	Oh43	PRJNA609577	Oh43_SRR11302060
SRR11302061	Cheng18	PRJNA609577	Cheng18_SRR11302061
SRR11302062	7327	PRJNA609577	7327_SRR11302062
SRR11302063	Ji533	PRJNA609577	Ji533_SRR11302063
SRR11302064	Suwan1611	PRJNA609577	Suwan1611_SRR11302064
SRR11302065	Suwan1611	PRJNA609577	Suwan1611_SRR11302065
SRR11302066	Ye52106	PRJNA609577	Ye52106_SRR11302066
SRR11302067	Ye52106	PRJNA609577	Ye52106_SRR11302067
SRR11302068	Nan21_3	PRJNA609577	Nan21_3_SRR11302068
SRR11302070	H49	PRJNA609577	H49_SRR11302070
SRR11302073	Dan598	PRJNA609577	Dan598_SRR11302073
SRR11302074	Dan598	PRJNA609577	Dan598_SRR11302074
SRR11302075	Dan598	PRJNA609577	Dan598_SRR11302075
SRR11302080	A801	PRJNA609577	A801_SRR11302080
SRR11302086	WIL_19	PRJNA609577	WIL_19_SRR11302086
SRR11302087	WIL_19	PRJNA609577	WIL_19_SRR11302087
SRR11302088	WIL_19	PRJNA609577	WIL_19_SRR11302088
SRR11302089	WIL_20	PRJNA609577	WIL_20_SRR11302089
SRR11302090	WIL_20	PRJNA609577	WIL_20_SRR11302090
SRR11302091	DH65232	PRJNA609577	DH65232_SRR11302091
SRR11302092	WIL_20	PRJNA609577	WIL_20_SRR11302092
SRR11302096	LY16F	PRJNA609577	LY16F_SRR11302096
SRR11302099	WIL_17	PRJNA609577	WIL_17_SRR11302099
SRR11302100	WIL_17	PRJNA609577	WIL_17_SRR11302100
SRR11302101	WIL_17	PRJNA609577	WIL_17_SRR11302101
SRR11302102	Baihunhuang	PRJNA609577	Baihunhuang_SRR11302102
SRR11302103	WIL_18	PRJNA609577	WIL_18_SRR11302103
SRR11302104	WIL_18	PRJNA609577	WIL_18_SRR11302104
SRR11302105	WIL_18	PRJNA609577	WIL_18_SRR11302105
SRR11302106	Jian1495b	PRJNA609577	Jian1495b_SRR11302106
SRR11302107	Jian1495b	PRJNA609577	Jian1495b_SRR11302107
SRR11302108	Jian1495b	PRJNA609577	Jian1495b_SRR11302108
SRR11302109	Jian1495a	PRJNA609577	Jian1495a_SRR11302109
SRR11302110	178	PRJNA609577	178_SRR11302110
SRR11302111	Huangzaosi	PRJNA609577	Huangzaosi_SRR11302111
SRR11302112	WIL_16	PRJNA609577	WIL_16_SRR11302112
SRR11302113	Xu052	PRJNA609577	Xu052_SRR11302113
SRR11302114	Xun92_8	PRJNA609577	Xun92_8_SRR11302114
SRR11302115	Xun92_8	PRJNA609577	Xun92_8_SRR11302115
SRR11302116	Q1261	PRJNA609577	Q1261_SRR11302116
SRR11302117	Q1261	PRJNA609577	Q1261_SRR11302117
SRR11302118	Denghai4866	PRJNA609577	Denghai4866_SRR11302118
SRR11302119	Denghai4866	PRJNA609577	Denghai4866_SRR11302119
SRR11302120	32	PRJNA609577	32_SRR11302120
SRR11302121	32	PRJNA609577	32_SRR11302121
SRR11302122	Ye107	PRJNA609577	Ye107_SRR11302122
SRR11302123	Ye107	PRJNA609577	Ye107_SRR11302123
SRR11302124	PHWG5	PRJNA609577	PHWG5_SRR11302124
SRR11302125	ICI_740	PRJNA609577	ICI_740_SRR11302125
SRR11302126	912	PRJNA609577	912_SRR11302126
SRR11302127	911	PRJNA609577	911_SRR11302127
SRR11302128	PHR55	PRJNA609577	PHR55_SRR11302128
SRR11302129	PHW51	PRJNA609577	PHW51_SRR11302129
SRR11302130	LH192	PRJNA609577	LH192_SRR11302130
SRR11302131	LH202	PRJNA609577	LH202_SRR11302131
SRR11302132	S7913	PRJNA609577	S7913_SRR11302132
SRR11302133	B12	PRJNA609577	B12_SRR11302133
SRR11302134	Ay420	PRJNA609577	Ay420_SRR11302134
SRR11302135	H105W	PRJNA609577	H105W_SRR11302135
SRR11302136	WIL_27	PRJNA609577	WIL_27_SRR11302136
SRR11302137	WIL_28	PRJNA609577	WIL_28_SRR11302137
SRR11302138	WIL_26	PRJNA609577	WIL_26_SRR11302138
SRR11302139	WIL_12	PRJNA609577	WIL_12_SRR11302139
SRR11302140	WIL_13	PRJNA609577	WIL_13_SRR11302140
SRR11302141	WIL_9	PRJNA609577	WIL_9_SRR11302141
SRR11302142	WIL_10	PRJNA609577	WIL_10_SRR11302142
SRR11302143	WIL_4	PRJNA609577	WIL_4_SRR11302143
SRR11302144	B37	PRJNA609577	B37_SRR11302144
SRR11302145	Ji53	PRJNA609577	Ji53_SRR11302145
SRR11302147	Ye502	PRJNA609577	Ye502_SRR11302147
SRR11302148	WIL_1	PRJNA609577	WIL_1_SRR11302148
SRR11302149	WIL_2	PRJNA609577	WIL_2_SRR11302149
SRR11302150	A659	PRJNA609577	A659_SRR11302150
SRR11302151	Shuang741	PRJNA609577	Shuang741_SRR11302151
SRR11302152	3H_2	PRJNA609577	3H_2_SRR11302152
SRR11302153	B98	PRJNA609577	B98_SRR11302153
SRR11302154	FusheA	PRJNA609577	FusheA_SRR11302154
SRR11302155	M9	PRJNA609577	M9_SRR11302155
SRR11302156	Yu82	PRJNA609577	Yu82_SRR11302156
SRR11302158	PHG39	PRJNA609577	PHG39_SRR11302158
SRR11302159	ZK11M	PRJNA609577	ZK11M_SRR11302159
SRR11302160	PHT73	PRJNA609577	PHT73_SRR11302160
SRR11302161	LH213	PRJNA609577	LH213_SRR11302161
SRR11302162	ZS01250	PRJNA609577	ZS01250_SRR11302162
SRR11302163	ZS01250	PRJNA609577	ZS01250_SRR11302163
SRR11302164	6M502A	PRJNA609577	6M502A_SRR11302164
SRR11302165	904	PRJNA609577	904_SRR11302165
SRR11302166	904	PRJNA609577	904_SRR11302166
SRR11302174	PHVA9	PRJNA609577	PHVA9_SRR11302174
SRR11302175	PHT55	PRJNA609577	PHT55_SRR11302175
SRR11302176	PHVA9	PRJNA609577	PHVA9_SRR11302176
SRR11302177	PHV53	PRJNA609577	PHV53_SRR11302177
SRR11302178	PHPR5	PRJNA609577	PHPR5_SRR11302178
SRR11302179	PHP85	PRJNA609577	PHP85_SRR11302179
SRR11302180	OS602	PRJNA609577	OS602_SRR11302180
SRR11302181	OS602	PRJNA609577	OS602_SRR11302181
SRR11302182	OQ403	PRJNA609577	OQ403_SRR11302182
SRR11302183	OQ403	PRJNA609577	OQ403_SRR11302183
SRR11302186	Tian4	PRJNA609577	Tian4_SRR11302186
SRR11302189	LH191	PRJNA609577	LH191_SRR11302189
SRR11302190	LH190	PRJNA609577	LH190_SRR11302190
SRR11302191	27_263	PRJNA609577	27_263_SRR11302191
SRR11302192	LH190	PRJNA609577	LH190_SRR11302192
SRR11302193	LH160	PRJNA609577	LH160_SRR11302193
SRR11302194	LH160	PRJNA609577	LH160_SRR11302194
SRR11302195	PHN82	PRJNA609577	PHN82_SRR11302195
SRR11302196	PHN82	PRJNA609577	PHN82_SRR11302196
SRR11302197	E8501	PRJNA609577	E8501_SRR11302197
SRR11302198	E8501	PRJNA609577	E8501_SRR11302198
SRR12460347	ACC.29778	PRJNA641489	ACC.29778_SRR12460347
SRR12460348	ACC.12825	PRJNA641489	ACC.12825_SRR12460348
SRR12460349	ACC.29777	PRJNA641489	ACC.29777_SRR12460349
SRR12460350	ACC.29776	PRJNA641489	ACC.29776_SRR12460350
SRR12460351	ACC.29774	PRJNA641489	ACC.29774_SRR12460351
SRR12460352	ACC.8768	PRJNA641489	ACC.8768_SRR12460352
SRR12460353	ACC.29772	PRJNA641489	ACC.29772_SRR12460353
SRR12460354	ACC.29771	PRJNA641489	ACC.29771_SRR12460354
SRR12460355	ACC.29770	PRJNA641489	ACC.29770_SRR12460355
SRR12460356	ACC.29769	PRJNA641489	ACC.29769_SRR12460356
SRR12460357	ACC.29783	PRJNA641489	ACC.29783_SRR12460357
SRR12460358	ACC.29780	PRJNA641489	ACC.29780_SRR12460358
SRR12460359	ACC.29779	PRJNA641489	ACC.29779_SRR12460359
SRR12460360	ACC.29768	PRJNA641489	ACC.29768_SRR12460360
SRR12460361	ACC.27495	PRJNA641489	ACC.27495_SRR12460361
SRR12460362	ACC.27494	PRJNA641489	ACC.27494_SRR12460362
SRR12460363	ACC.8767	PRJNA641489	ACC.8767_SRR12460363
SRR12460364	ACC.27493	PRJNA641489	ACC.27493_SRR12460364
SRR12460365	ACC.27492	PRJNA641489	ACC.27492_SRR12460365
SRR12460366	ACC.27491	PRJNA641489	ACC.27491_SRR12460366
SRR12460367	ACC.27490	PRJNA641489	ACC.27490_SRR12460367
SRR12460368	ACC.27489	PRJNA641489	ACC.27489_SRR12460368
SRR12460369	ACC.27488	PRJNA641489	ACC.27488_SRR12460369
SRR12460370	ACC.27479b	PRJNA641489	ACC.27479b_SRR12460370
SRR12460371	ACC.27481b	PRJNA641489	ACC.27481b_SRR12460371
SRR12460372	ACC.27487	PRJNA641489	ACC.27487_SRR12460372
SRR12460373	ACC.27483	PRJNA641489	ACC.27483_SRR12460373
SRR12460374	ACC.8766	PRJNA641489	ACC.8766_SRR12460374
